5_percetile,10_percentile,50_percentile,90_percentile,95_percentile
108.64430770938452,115.88929183459736,147.30053152836916,174.06424569415913,181.54962349887276
109.34041902999293,116.05498964530113,147.60144944702324,175.38019386985508,182.65562789825873
